Recency,Frequency,Monetary,avg_quantity_per_order,max_quantity,min_quantity,std_quantity,total_items_purchased,unique_products,unique_invoices,total_revenue,avg_order_value,max_order_value,min_order_value,std_order_value,revenue_per_item,active_days,active_months,customer_tenure_days,days_since_first_purchase,purchase_span_days,avg_days_between_orders,order_consistency,spend_consistency
282,1,4.15,50.0,50,50,0.0,50,1,1,4.15,4.15,4.15,4.15,0.0,0.083,1,1,0,282,0,0.0,1.0,4.15
1,17,1291.61,4.207602339181286,40,1,4.589373239019969,1439,196,17,1291.61,3.7766374269005847,16.95,0.29,3.6275016781994727,0.8975747046560111,17,11,364,365,364,22.75,0.0467032967032967,0.8161288076226149
28,3,233.86,8.152777777777779,25,1,5.633550708365424,587,65,3,233.86,3.248055555555556,12.75,0.42,2.692390758576866,0.3983986371379898,3,3,296,324,296,148.0,0.0101351351351351,0.8796619231078979
60,4,110.66,14.673469387755102,48,2,10.346875041733696,719,43,4,110.66,2.2583673469387757,9.95,0.29,2.059437976466289,0.1539082058414464,4,3,311,372,311,103.66666666666669,0.0128617363344051,0.7381641217473655
205,1,21.32,18.2,48,4,17.29354407478891,182,10,1,21.32,2.132,4.15,0.12,1.8161546679117884,0.1171428571428571,1,1,0,205,0,0.0,1.0,0.7570606914075864
164,2,3.18,160.0,192,96,55.42562584220407,480,2,2,3.18,1.06,1.06,1.06,0.0,0.006625,2,1,0,165,0,0.0,2.0,1.06
52,1,26.24,9.352941176470589,12,3,3.1012331513163485,159,17,1,26.24,1.543529411764706,4.95,0.65,1.0200302763672666,0.1650314465408805,1,1,0,52,0,0.0,1.0,0.7641120184300015
99,5,236.05,10.427272727272728,50,1,10.888474750946605,1147,80,5,236.05,2.145909090909091,8.95,0.19,1.5518779954495887,0.205797733217088,5,5,273,373,273,68.25,0.0183150183150183,0.840913670142379
19,1,107.73,4.857142857142857,12,2,2.656114653953224,68,14,1,107.73,7.695,28.0,1.65,6.914541811395637,1.584264705882353,1,1,0,19,0,0.0,1.0,0.9722609575352128
5,26,1558.41,9.92436974789916,60,1,7.808669582878863,4724,209,26,1558.41,3.273970588235294,16.95,0.42,2.524997799097836,0.3298920406435224,25,13,360,366,360,14.4,0.0722222222222222,0.928786562384014
54,5,120.49,21.5,96,2,33.13739513784599,516,20,5,120.49,5.020416666666667,8.25,1.25,2.665880194259473,0.2335077519379844,5,5,283,337,283,70.75,0.0176678445229682,1.3694982925323933
1,8,482.35,3.808270676691729,24,1,3.7774014251145793,1013,215,8,482.35,1.8133458646616545,12.75,0.12,1.7442417633409748,0.4761599210266535,8,8,315,317,315,45.0,0.0253968253968253,0.6607821107036859
310,2,208.9,2.2916666666666665,8,1,1.7740245546686708,110,43,2,208.9,4.352083333333334,35.0,0.42,5.487739509951071,1.8990909090909087,2,2,58,368,58,58.0,0.0344827586206896,0.6708165959280563
16,8,1139.47,6.187179487179487,100,1,10.60597589437539,2413,299,8,1139.47,2.9217179487179488,16.95,0.12,2.823138032778272,0.4722213012847078,8,6,338,354,338,48.285714285714285,0.0236686390532544,0.7642198434030222
54,2,316.53,1.8442622950819672,12,1,2.422417656502183,225,110,2,316.53,2.594508196721311,12.75,0.39,2.309804865451015,1.4067999999999998,2,2,319,374,319,319.0,0.006269592476489,0.7838855467897099
40,4,106.0,10.363636363636363,48,2,11.050503896367635,342,31,4,106.0,3.212121212121212,12.75,0.12,2.7602352227389035,0.3099415204678362,4,4,223,264,223,74.33333333333333,0.0179372197309417,0.8542341161789201
150,4,15.4,19.0,48,2,21.939310229205777,76,1,4,15.4,3.85,3.95,3.75,0.1154700538379252,0.2026315789473684,4,3,154,304,154,51.333333333333336,0.0259740259740259,3.4514597561391773
75,5,38.25,46.0,70,30,18.16590212458495,230,1,5,38.25,7.65,7.65,7.65,0.0,0.1663043478260869,5,4,221,297,221,55.25,0.0226244343891402,7.65
79,3,389.62,50.92660550458716,144,1,35.73143299829228,5551,91,3,389.62,3.574495412844037,14.95,0.12,3.5360310681973006,0.0701891551071879,3,2,103,183,103,51.5,0.029126213592233,0.78802269188703
54,1,98.93,12.166666666666666,48,2,10.205080997273836,365,30,1,98.93,3.2976666666666663,15.95,0.19,3.667002612614223,0.2710410958904109,1,1,0,54,0,0.0,1.0,0.7065919907037458
8,3,17.22,29.0,144,3,43.90330283703038,261,9,3,17.22,1.913333333333333,4.95,0.12,1.792581936760493,0.0659770114942528,3,2,190,199,190,95.0,0.0157894736842105,0.6851485029488075
12,8,1010.99,4.681481481481481,72,1,5.690081011714953,2528,339,8,1010.99,1.872203703703704,165.0,0.12,7.139159026778556,0.3999169303797468,9,4,254,267,254,36.285714285714285,0.0314960629921259,0.2300242196452959
117,1,21.45,18.05263157894737,100,3,20.79656404369221,343,19,1,21.45,1.1289473684210527,4.95,0.04,1.0481088510945276,0.062536443148688,1,1,0,117,0,0.0,1.0,0.5512145352126833
53,1,45.400000000000006,8.533333333333333,24,2,7.099966465380227,128,15,1,45.400000000000006,3.026666666666667,5.95,0.29,2.028467636513078,0.3546875,1,1,0,53,0,0.0,1.0,0.9994053197647887
94,2,149.06,8.2,24,2,4.451040856460694,287,35,2,149.06,4.258857142857143,40.0,0.19,6.7180414562879385,0.5193728222996515,2,2,60,155,60,60.0,0.0333333333333333,0.5518054245986751
9,9,965.92,10.255813953488373,50,1,7.571479425896205,2646,164,9,965.92,3.743875968992248,50.0,0.12,5.320155611965613,0.3650491307634164,9,7,355,365,355,44.375,0.0253521126760563,0.5923708526897925
161,2,35.52,3.0,6,1,1.5118578920369088,45,15,2,35.52,2.3680000000000003,7.95,0.83,1.951146915461336,0.7893333333333334,2,2,0,162,0,0.0,2.0,0.8023999034388379
114,2,186.46,10.803571428571429,48,1,10.213039157428549,605,52,2,186.46,3.3296428571428573,10.95,0.19,2.9541268294836844,0.308198347107438,2,2,127,242,127,127.0,0.0157480314960629,0.8420677941626951
8,6,130.22,13.46,72,2,10.654519018247802,673,34,6,130.22,2.6044,9.95,0.65,2.0439109769343315,0.1934918276374442,6,5,161,170,161,32.2,0.0372670807453416,0.8556097795681975
2,11,341.76,14.20979020979021,72,2,12.268620884450804,2032,53,11,341.76,2.38993006993007,8.95,0.29,2.2594881311468886,0.1681889763779527,11,8,364,367,364,36.4,0.0302197802197802,0.7332225103360464
59,4,54.21,29.266666666666666,72,1,22.266308758910323,878,26,4,54.21,1.807,4.95,0.29,1.1140610705726672,0.0617425968109339,4,1,0,59,0,0.0,4.0,0.8547529800123091
115,2,125.94,13.307692307692308,50,4,14.47416797130455,346,25,2,125.94,4.843846153846154,12.5,0.42,3.3820610011329806,0.3639884393063584,2,2,85,200,85,85.0,0.0235294117647058,1.1053808134103518
17,3,209.83,7.7444444444444445,96,1,13.940129697388937,697,82,3,209.83,2.3314444444444447,12.5,0.14,2.2743101490742794,0.3010473457675753,3,2,152,169,152,76.0,0.0197368421052631,0.7120414188935633
159,2,175.01,7.7,100,1,11.267383573140204,693,80,2,175.01,1.9445555555555556,12.75,0.1,2.347817136377462,0.2525396825396825,2,2,147,306,147,147.0,0.0136054421768707,0.5808428227533601
17,6,708.23,7.486842105263157,48,1,6.958711574914652,1138,115,6,708.23,4.659407894736842,19.95,0.42,3.853419610352238,0.6223462214411248,6,6,216,234,216,43.2,0.0277777777777777,0.9600257692119648
17,8,533.23,10.685185185185183,40,1,8.360267033553757,1731,98,8,533.23,3.291543209876543,12.75,0.29,3.0968388151774437,0.3080473714615829,8,8,341,358,341,48.71428571428572,0.0234604105571847,0.8034348819588546
219,1,7.78,11.0,12,6,2.449489742783178,66,6,1,7.78,1.2966666666666666,2.95,0.83,0.8238122763510306,0.1178787878787878,1,1,0,219,0,0.0,1.0,0.7109649844341195
17,2,129.72,10.191489361702128,48,2,7.778561110576384,479,46,2,129.72,2.76,15.0,0.42,3.1872340468759464,0.2708141962421712,2,2,152,169,152,152.0,0.0131578947368421,0.6591463407829348
52,1,16.87,37.6,100,12,36.7260125796417,188,5,1,16.87,3.374,8.5,0.72,3.317247352851457,0.0897340425531914,1,1,0,52,0,0.0,1.0,0.7815164905414882
372,1,22.81,15.285714285714286,24,1,8.957571949925674,107,7,1,22.81,3.2585714285714285,18.0,0.42,6.513942555706769,0.2131775700934579,1,1,0,372,0,0.0,1.0,0.4336699947348644
34,7,421.91,5.376712328767123,72,1,7.6113711764464655,785,103,7,421.91,2.8897945205479454,16.95,0.39,2.5145596637014997,0.5374649681528663,7,6,258,293,258,43.0,0.0271317829457364,0.8222351580466392
313,1,38.9,3.625,8,1,2.774243783705493,29,8,1,38.9,4.8625,8.5,1.25,2.83054134146002,1.3413793103448275,1,1,0,313,0,0.0,1.0,1.2694028249664175
17,3,32.36,14.666666666666666,24,2,7.324415254716885,264,17,3,32.36,1.7977777777777777,9.95,0.29,2.339420631030018,0.1225757575757575,3,3,307,324,307,153.5,0.009771986970684,0.5383502039463856
1,60,1940.92,148.77958236658932,1008,1,154.33239618558162,64124,150,60,1940.92,4.503294663573086,52.77,0.8,3.791642683089648,0.0302682303037864,55,12,366,367,366,6.203389830508475,0.1639344262295081,0.9398227208105102
3,12,301.31,14.705521472392638,72,1,10.439084035392804,2397,92,12,301.31,1.8485276073619632,9.95,0.19,1.6970629069175955,0.1257029620358782,12,8,280,283,280,25.454545454545453,0.0428571428571428,0.6853854252419341
42,2,88.25,9.633333333333333,24,2,7.25155552080134,289,29,2,88.25,2.941666666666667,8.25,0.19,2.5605092210855966,0.305363321799308,2,2,281,324,281,281.0,0.0071174377224199,0.8261926831268688
15,4,479.13,6.977272727272728,72,1,12.540655961633425,1228,138,4,479.13,2.7223295454545453,16.95,0.06,2.7307379901373223,0.390171009771987,4,2,197,213,197,65.66666666666667,0.0203045685279187,0.7297026895620565
23,6,322.4,9.18348623853211,240,1,29.38069570868255,1001,86,6,322.4,2.9577981651376146,35.95,0.29,4.342224501975014,0.3220779220779221,6,6,347,371,347,69.4,0.0172910662824207,0.5536641457213414
24,6,414.82,8.380952380952381,36,1,6.433656922150992,880,87,6,414.82,3.9506666666666663,16.65,0.38,3.3620747562579063,0.4713863636363636,6,6,203,228,203,40.6,0.0295566502463054,0.905685227195837
33,1,134.29,4.5,25,1,5.442727962266061,333,68,1,134.29,1.8147297297297296,8.5,0.42,1.6579722083803363,0.4032732732732732,1,1,0,33,0,0.0,1.0,0.682749700695913
129,2,11.6,150.0,150,150,0.0,1200,5,2,11.6,1.45,1.45,1.45,0.0,0.0096666666666666,2,2,25,154,25,25.0,0.08,1.45
71,3,495.41,6.197916666666667,25,1,7.367140560278734,1190,159,3,495.41,2.580260416666667,12.75,0.42,2.314586443197205,0.4163109243697479,3,3,121,192,121,60.5,0.024793388429752,0.7784562149411867
64,1,81.01,2.4285714285714284,6,1,1.9893898455737529,68,28,1,81.01,2.893214285714286,9.95,0.21,2.0045375444714844,1.1913235294117648,1,1,0,64,0,0.0,1.0,0.9629482883440617
239,1,32.35,4.777777777777778,10,3,2.10818510677892,43,9,1,32.35,3.594444444444445,5.95,1.95,1.178039803138153,0.7523255813953489,1,1,0,239,0,0.0,1.0,1.650311642269124
15,3,197.6,12.83695652173913,48,1,10.804229100663653,1181,89,3,197.6,2.1478260869565218,18.0,0.19,2.6354188632561804,0.16731583403895,3,3,189,205,189,94.5,0.0158730158730158,0.590805672673644
7,2,77.66,14.033333333333331,48,3,9.869784378503963,421,26,2,77.66,2.5886666666666667,11.95,0.29,2.4394300257590324,0.1844655581947743,2,2,19,26,19,19.0,0.1052631578947368,0.7526440855837401
173,1,91.43,6.75,48,1,10.955443356178462,162,24,1,91.43,3.8095833333333338,16.95,0.39,3.756801922966634,0.5643827160493827,1,1,0,173,0,0.0,1.0,0.8008707099911033
218,2,71.22,8.227272727272727,48,1,13.344989493766734,181,22,2,71.22,3.2372727272727277,8.95,0.21,2.8033112764290222,0.3934806629834254,2,1,0,218,0,0.0,2.0,0.8511721739253076
149,1,191.39,15.87037037037037,48,2,13.692094257024982,857,54,1,191.39,3.54425925925926,40.0,0.29,5.52973560453343,0.2233255542590431,1,1,0,149,0,0.0,1.0,0.5427875604639444
67,2,147.97,14.608695652173912,96,2,16.922671526511497,672,44,2,147.97,3.2167391304347825,12.75,0.39,2.89181223790959,0.2201934523809524,2,2,21,89,21,21.0,0.0952380952380952,0.8265401652990819
3,5,65.26,27.916666666666668,48,12,13.034791793559622,670,17,5,65.26,2.7191666666666667,8.25,0.85,1.4253235076463433,0.0974029850746268,5,3,37,41,37,9.25,0.1351351351351351,1.1211562738306544
8,4,175.94,15.588235294117649,72,2,11.612077167090035,1325,71,4,175.94,2.0698823529411765,9.95,0.12,1.7894422475796663,0.1327849056603773,4,4,67,76,67,22.33333333333333,0.0597014925373134,0.7420416589506971
155,1,88.29,4.714285714285714,12,2,3.383866050917124,66,14,1,88.29,6.306428571428572,7.95,0.79,2.74099254101322,1.3377272727272729,1,1,0,155,0,0.0,1.0,1.6857634711349951
131,1,191.23,10.333333333333334,25,1,6.334748002727851,651,63,1,191.23,3.035396825396825,18.95,0.42,3.874186210238566,0.2937480798771121,1,1,0,131,0,0.0,1.0,0.6227494589806117
40,1,104.82,5.108108108108108,24,1,5.081468421757762,189,36,1,104.82,2.8329729729729727,12.5,0.85,2.526415846021202,0.5546031746031745,1,1,0,40,0,0.0,1.0,0.8033576006554559
4,2,96.77,13.170212765957446,120,3,17.196206797274105,619,44,2,96.77,2.0589361702127658,5.95,0.19,1.578030189332854,0.1563327948303715,2,2,14,18,14,14.0,0.1428571428571428,0.7986470363039386
149,1,206.65,1.7951807228915662,7,1,1.3593312213658444,149,82,1,206.65,2.4897590361445783,9.95,0.19,2.4357264534143552,1.3869127516778523,1,1,0,149,0,0.0,1.0,0.7246674232956778
169,1,15.25,13.666666666666666,36,3,8.888194417315589,123,9,1,15.25,1.6944444444444444,4.95,0.55,1.3684947123674895,0.1239837398373983,1,1,0,169,0,0.0,1.0,0.7154098489629809
117,2,164.96,22.010309278350515,72,2,13.085850218652862,2135,84,2,164.96,1.700618556701031,7.95,0.42,1.282207418244826,0.0772646370023419,2,2,159,277,159,159.0,0.0125786163522012,0.7451638896209194
77,1,129.41,5.595238095238095,24,1,5.885324964853513,235,41,1,129.41,3.0811904761904763,12.75,0.19,3.2362596615507004,0.5506808510638298,1,1,0,77,0,0.0,1.0,0.7273374916453051
134,2,113.34,18.659574468085108,108,1,17.482011370380594,877,47,2,113.34,2.411489361702128,16.95,0.06,3.981849569540465,0.1292360319270239,2,1,22,156,22,22.0,0.0909090909090909,0.4840550337862907
8,14,584.84,9.654205607476635,30,1,5.911876808099676,2066,117,14,584.84,2.7328971962616824,14.95,0.21,2.0970527090417024,0.2830784123910939,14,11,350,358,350,26.923076923076923,0.04,0.8824186906096609
1,210,11788.31,5.730342170858826,576,1,18.426036921259016,25288,1768,210,11788.31,2.671268978019488,850.5,0.0,14.34963671070845,0.4661622113255299,211,13,372,374,372,1.7799043062200957,0.5645161290322581,0.1740281563899109
16,28,998.54,11.866812227074236,50,1,8.152388266932418,5435,313,28,998.54,2.1802183406113538,16.65,0.19,2.249078283450708,0.1837240110395584,26,10,279,296,279,10.333333333333334,0.1003584229390681,0.6710267190902636
66,2,204.16,4.837209302325581,64,1,7.649468209299839,416,77,2,204.16,2.373953488372093,8.5,0.19,1.782356192743532,0.4907692307692307,2,2,251,318,251,251.0,0.0079681274900398,0.8532169585488137
320,1,38.24,7.529411764705882,72,1,16.956258605080098,128,17,1,38.24,2.2494117647058824,5.45,0.95,1.2152698804598678,0.29875,1,1,0,320,0,0.0,1.0,1.01541206538633
57,5,244.89,15.11111111111111,96,1,16.629771897362335,1360,82,5,244.89,2.721,24.95,0.12,4.0472082346207525,0.1800661764705882,5,4,142,200,142,35.5,0.0352112676056338,0.5391099145336641
53,1,62.14,18.9,72,4,16.663543567036584,378,20,1,62.14,3.107,5.95,0.72,1.583972687164842,0.1643915343915344,1,1,0,53,0,0.0,1.0,1.2024120902798816
13,4,181.34,11.56896551724138,48,1,7.777863480068261,671,47,4,181.34,3.126551724137931,16.95,0.39,3.2170731776897794,0.2702533532041729,4,3,191,204,191,63.66666666666666,0.0209424083769633,0.7414032416318505
18,1,78.34,7.476190476190476,12,2,3.893829061721221,157,21,1,78.34,3.730476190476191,16.65,0.42,4.029545230159944,0.4989808917197452,1,1,0,18,0,0.0,1.0,0.741712425232044
12,1,151.63,3.91,36,1,5.429241813243048,391,95,1,151.63,1.5163,5.95,0.19,1.3213940106240574,0.3878005115089514,1,1,0,12,0,0.0,1.0,0.653185109059696
53,4,252.61,9.349397590361448,24,1,4.505914094587134,776,65,4,252.61,3.0434939759036146,18.0,0.39,4.075669459818224,0.3255283505154639,4,4,188,242,188,62.66666666666666,0.0212765957446808,0.5996241481045166
186,1,37.870000000000005,4.7,12,2,3.301514803843836,47,9,1,37.870000000000005,3.787,6.25,0.42,1.835005600960268,0.8057446808510639,1,1,0,186,0,0.0,1.0,1.3357998300663938
51,1,70.81,9.235294117647058,24,2,7.040325025919488,157,17,1,70.81,4.165294117647059,12.5,0.83,3.617506250248676,0.4510191082802547,1,1,0,51,0,0.0,1.0,0.9020657237708636
368,1,83.05,4.275862068965517,48,1,10.130916443258997,124,29,1,83.05,2.863793103448276,11.95,0.42,2.627882653654708,0.669758064516129,1,1,0,368,0,0.0,1.0,0.7893841606379709
158,2,210.05,4.52112676056338,45,1,6.771493093275193,321,65,2,210.05,2.958450704225352,12.5,0.39,2.8748806921268546,0.6543613707165109,2,2,29,187,29,29.0,0.0689655172413793,0.7634946568126488
19,2,167.07,1.4871794871794872,5,1,0.9423317907078576,58,37,2,167.07,4.283846153846154,12.75,0.19,3.5936608042090588,2.88051724137931,2,2,161,181,161,161.0,0.0124223602484472,0.9325560454792332
254,1,67.8,4.730769230769231,40,1,8.743261141279916,123,26,1,67.8,2.607692307692308,9.95,0.65,2.3256815047504813,0.5512195121951219,1,1,0,254,0,0.0,1.0,0.784107649505047
12,19,1935.52,5.34185303514377,192,1,11.014088683171517,3344,313,19,1935.52,3.091884984025559,12.75,0.12,2.7513692229779263,0.5788038277511962,19,10,350,363,350,19.444444444444443,0.0542857142857142,0.8242017248227961
171,1,44.71,1.5769230769230769,7,1,1.331858158305964,41,26,1,44.71,1.7196153846153843,4.95,0.21,1.2329103155355003,1.0904878048780489,1,1,0,171,0,0.0,1.0,0.7701229076023071
228,2,231.26,6.231884057971015,24,1,5.374627011781518,430,67,2,231.26,3.351594202898551,9.95,0.29,2.364022384180631,0.537813953488372,2,2,95,323,95,95.0,0.0210526315789473,0.9963055592791166
37,2,300.36,5.062992125984252,80,1,8.887969425011402,643,123,2,300.36,2.3650393700787404,9.95,0.06,2.2258338455422733,0.4671228615863141,2,2,325,363,325,325.0,0.0061538461538461,0.7331559786772495
45,4,111.96,59.73170731707317,480,1,84.14595761607768,7347,99,4,111.96,0.9102439024390244,5.95,0.19,1.057912004316261,0.0152388730093915,4,3,193,239,193,64.33333333333333,0.0207253886010362,0.442314297467472
53,5,885.4300000000001,9.194285714285714,30,1,6.803225353114104,1609,156,5,885.4300000000001,5.0596000000000005,295.0,0.39,22.2382583860782,0.5502983219390927,5,3,195,249,195,48.75,0.0256410256410256,0.2177271599248227
12,21,740.49,7.31081081081081,24,1,3.708627324023391,2164,116,21,740.49,2.5016554054054057,12.75,0.39,1.8084409324818351,0.3421857670979667,21,11,355,368,355,17.75,0.0591549295774647,0.890763048092551
64,5,105.86,37.87755102040816,240,2,43.02742955229316,1856,33,5,105.86,2.160408163265306,8.25,0.21,2.3463526297778228,0.0570366379310344,5,5,196,260,196,49.0,0.0255102040816326,0.6456008682530101
359,1,11.55,8.0,12,4,3.741657386773941,40,5,1,11.55,2.31,3.75,0.85,1.3722244714331542,0.28875,1,1,0,359,0,0.0,1.0,0.9737695685284108
31,1,68.53,2.903225806451613,18,1,3.3201891382839164,90,27,1,68.53,2.2106451612903224,4.95,0.55,1.16297301626441,0.7614444444444445,1,1,0,31,0,0.0,1.0,1.0220401015950928
266,1,39.29,4.476190476190476,19,1,5.938173520696811,94,21,1,39.29,1.870952380952381,4.95,0.29,1.5782423919091289,0.4179787234042553,1,1,0,266,0,0.0,1.0,0.7256696991809929
29,5,1398.0,14.455089820359282,96,1,12.33015042405548,2414,140,5,1398.0,8.37125748502994,549.34,0.19,53.51294739379108,0.5791217895608948,5,4,162,192,162,40.5,0.0308641975308641,0.1535645729180185
31,1,102.65,9.0,72,1,15.10912685384944,198,22,1,102.65,4.66590909090909,16.95,0.39,4.193073266699906,0.5184343434343434,1,1,0,31,0,0.0,1.0,0.8984870521332317
109,3,531.21,9.133858267716535,48,1,7.3001002436305,1160,116,3,531.21,4.182755905511812,16.95,0.42,4.053573512065963,0.4579396551724138,3,2,165,274,165,82.5,0.0181818181818181,0.8276828061420343
2,4,249.52,10.818181818181818,36,1,7.354526076052726,1071,94,4,249.52,2.5204040404040406,16.95,0.19,2.7547728226613,0.2329785247432306,4,4,225,227,225,75.0,0.0177777777777777,0.6712534045182617
195,3,418.37,6.851851851851852,28,1,6.444387258853043,925,112,3,418.37,3.099037037037037,12.75,0.21,2.9111624785006347,0.4522918918918919,3,3,142,337,142,71.0,0.0211267605633802,0.7923570176570802
47,1,32.78,3.6666666666666665,18,1,5.07908470585748,88,23,1,32.78,1.3658333333333337,2.95,0.29,0.6622617154193234,0.3725,1,1,0,47,0,0.0,1.0,0.8216716541467042
8,6,45.98,67.92857142857143,504,2,95.55526947170166,1902,23,6,45.98,1.6421428571428571,3.75,0.85,0.9052495344250222,0.0241745531019978,6,4,157,166,157,31.4,0.0382165605095541,0.8619043476834825
50,1,29.34,15.0,48,6,10.975497185163798,210,14,1,29.34,2.0957142857142856,4.15,0.42,1.3310476746112112,0.1397142857142857,1,1,0,50,0,0.0,1.0,0.8990439400017093
169,3,14.84,35.285714285714285,144,6,44.73241566234727,494,10,3,14.84,1.06,3.75,0.65,0.7862471719406153,0.0300404858299595,3,2,34,203,34,17.0,0.088235294117647,0.5934229129378519
246,1,94.12,7.6,24,2,5.825533632660887,152,20,1,94.12,4.706,12.75,0.83,3.694350452130643,0.6192105263157895,1,1,0,246,0,0.0,1.0,1.0024816101797576
29,1,68.2,16.285714285714285,96,1,22.307269795165112,342,19,1,68.2,3.247619047619048,19.95,0.29,4.666412867248145,0.1994152046783625,1,1,0,29,0,0.0,1.0,0.5731349133400214
94,3,17.05,15.636363636363637,36,4,10.346716650925812,172,9,3,17.05,1.55,3.75,1.25,0.7469939758793239,0.0991279069767441,3,3,92,187,92,46.0,0.0326086956521739,0.887238319880199
225,1,19.880000000000003,15.0,24,6,7.3484692283495345,90,6,1,19.880000000000003,3.313333333333334,6.95,0.83,2.918641236374671,0.2208888888888889,1,1,0,225,0,0.0,1.0,0.8455311761070178
19,1,4.15,10.666666666666666,12,10,1.1547005383792517,32,3,1,4.15,1.383333333333333,1.65,0.85,0.4618802153517006,0.1296874999999999,1,1,0,19,0,0.0,1.0,0.9462699602925604
117,1,21.63,13.1,48,3,12.775410408715295,131,10,1,21.63,2.163,4.95,0.85,1.3292942989922636,0.1651145038167938,1,1,0,117,0,0.0,1.0,0.928607433133628
73,4,66.59,20.04255319148936,50,2,13.367640107182444,942,36,4,66.59,1.416808510638298,4.95,0.29,1.073158901445672,0.0706900212314225,4,3,266,339,266,88.66666666666667,0.0150375939849624,0.6834056519499385
318,1,399.9,2.6639344262295084,12,1,2.4750345376593623,325,120,1,399.9,3.277868852459016,15.95,0.29,2.8365376489477176,1.2304615384615385,1,1,0,318,0,0.0,1.0,0.8543820372408093
15,4,223.91,4.108433734939759,48,1,7.783679060188619,341,70,4,223.91,2.697710843373494,16.95,0.29,2.870360020463654,0.6566275659824047,5,3,181,197,181,60.333333333333336,0.0220994475138121,0.6970180626892479
107,4,350.58,6.773809523809524,24,1,4.709260782745866,569,71,4,350.58,4.173571428571428,16.95,0.42,3.299908959261574,0.6161335676625659,4,4,253,360,253,84.33333333333333,0.0158102766798418,0.9706185568375753
14,5,1199.44,2.160919540229885,36,1,3.4419804071479803,752,297,5,1199.44,3.4466666666666668,35.95,0.29,3.9357898677146106,1.595,5,3,57,71,57,14.25,0.087719298245614,0.6983009323819849
23,2,64.88,11.607142857142858,30,2,6.822290729194322,325,28,2,64.88,2.317142857142857,7.95,0.39,2.077350265839665,0.1996307692307692,2,2,232,256,232,232.0,0.0086206896551724,0.7529668893607785
60,2,104.93,8.407407407407407,24,1,5.975972783760876,227,25,2,104.93,3.8862962962962966,12.75,0.79,2.78349966236218,0.4622466960352423,2,2,223,284,223,223.0,0.0089686098654708,1.0271697219790252
110,3,46.98,13.588235294117649,48,4,9.832283396619722,462,30,3,46.98,1.3817647058823528,4.95,0.12,1.1070421157251895,0.1016883116883116,3,3,165,276,165,82.5,0.0181818181818181,0.6557840944753897
2,7,481.21,13.505494505494504,240,2,18.85617188780375,2458,103,7,481.21,2.644010989010989,12.75,0.25,2.255381008076303,0.1957729861676159,7,7,365,367,365,60.833333333333336,0.0191780821917808,0.812197092276277
96,3,127.15,9.487179487179487,24,3,4.154083563965735,370,39,3,127.15,3.26025641025641,40.0,0.75,6.334622693528457,0.3436486486486487,3,3,229,325,229,114.5,0.0131004366812227,0.4445022663719329
18,4,296.18,3.792207792207792,20,1,3.595822365269183,292,62,4,296.18,3.8464935064935055,19.95,0.42,3.161519357521569,1.0143150684931508,4,4,299,317,299,99.66666666666669,0.0133779264214046,0.924300279786352
12,2,35.35,10.681818181818182,30,5,4.444218969749606,235,19,2,35.35,1.606818181818182,2.95,0.85,0.5315510669696156,0.1504255319148936,2,2,143,155,143,143.0,0.0139860139860139,1.049144371658134
261,2,74.12,8.666666666666666,24,2,6.098229726494522,208,22,2,74.12,3.0883333333333334,7.95,0.42,2.300606095314255,0.3563461538461538,2,2,112,374,112,112.0,0.0178571428571428,0.9356867327239452
59,1,53.75,7.444444444444445,24,2,7.384292638958573,67,9,1,53.75,5.972222222222222,14.95,0.55,5.692709762884847,0.8022388059701493,1,1,0,59,0,0.0,1.0,0.8923474099148648
3,9,306.54,9.55813953488372,36,1,7.182666473839544,822,73,9,306.54,3.5644186046511632,39.95,0.39,4.9634555336452175,0.3729197080291971,9,7,365,368,365,45.625,0.0246575342465753,0.5977102679044174
66,5,425.15,8.863247863247864,32,1,7.109859573405895,1037,85,5,425.15,3.633760683760684,12.75,0.0,3.177351892013581,0.4099807135969141,5,4,232,299,232,58.0,0.021551724137931,0.8698718177675777
72,1,54.07,15.5,48,2,11.725112403280628,372,24,1,54.07,2.2529166666666667,8.5,0.39,2.437139233800059,0.1453494623655914,1,1,0,72,0,0.0,1.0,0.655462730317116
39,2,60.010000000000005,16.166666666666668,100,1,27.42206587713072,194,11,2,60.010000000000005,5.0008333333333335,18.0,0.04,6.278077960553524,0.3093298969072165,2,1,12,51,12,12.0,0.1666666666666666,0.6871090637442144
155,1,12.75,5.0,5,5,0.0,5,1,1,12.75,12.75,12.75,12.75,0.0,2.55,1,1,0,155,0,0.0,1.0,12.75
44,1,12.52,52.0,144,8,57.41080037762929,260,5,1,12.52,2.504,4.95,0.72,1.7718860008476844,0.0481538461538461,1,1,0,44,0,0.0,1.0,0.9033560540492066
106,3,246.09,6.057142857142857,24,2,4.993777640829678,212,33,3,246.09,7.031142857142857,85.0,0.55,13.943886657817124,1.1608018867924528,3,3,253,359,253,126.5,0.0118577075098814,0.4705029567033605
60,6,470.03,4.680412371134021,36,1,5.188607663384859,1362,229,6,470.03,1.6152233676975944,8.5,0.21,1.2542230188324996,0.3451027900146842,6,5,276,336,276,55.2,0.0217391304347826,0.7165321949973459
60,3,98.26,11.891891891891891,48,2,8.793254307781691,440,35,3,98.26,2.655675675675676,10.4,0.42,2.607377929965211,0.2233181818181818,3,3,217,278,217,108.5,0.0138248847926267,0.7361789441621623
